id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
265,6.27,2.22,1842,2261,420,Car,1,409.04,23.40,25.56,24.42,11.92,0.50,8.68,0
266,4.85,1.72,1846,2170,325,Car,2,411.05,31.46,32.02,31.73,11.74,0.37,1267.46,0
267,4.35,1.92,1857,2295,439,Car,1,409.39,22.78,24.38,23.38,66.29,2.88,27.95,0
268,4.65,1.92,1858,2307,450,Car,1,410.82,21.67,24.50,22.89,29.43,1.32,18.01,0
269,4.04,1.72,1871,2263,393,Car,2,410.63,25.14,26.89,26.20,24.52,0.91,58.48,0
270,4.75,1.82,1882,2215,334,Car,2,410.28,30.01,31.93,30.82,34.82,1.10,22.28,0
271,4.14,1.82,1887,2329,443,Car,1,404.67,22.28,23.75,22.90,21.94,0.96,21.21,0
272,5.05,1.82,1891,2297,407,Car,1,410.02,24.22,26.56,25.26,33.64,1.26,23.85,0
273,5.05,1.82,1897,2204,308,Car,2,409.91,32.54,34.04,33.40,40.87,1.20,16.66,0
274,4.45,1.82,1922,2226,305,Car,2,411.80,32.23,36.07,33.88,26.96,0.75,13.65,0
275,4.04,1.92,1924,2367,444,Car,1,409.80,22.63,23.66,23.13,25.15,1.09,34.03,0
276,4.85,1.92,1925,2340,416,Car,1,409.29,23.35,26.89,24.67,22.62,0.92,17.26,0
277,4.04,1.72,1947,2278,332,Car,2,409.84,29.95,32.20,30.97,72.43,2.38,-1.00,0
278,4.45,1.92,1947,2375,429,Car,1,410.08,22.98,24.22,23.96,19.18,0.79,37.10,0
279,4.35,1.82,1955,2375,421,Car,1,403.70,23.64,24.19,24.03,78.69,3.26,59.73,0
280,5.56,2.12,1961,2368,408,Car,2,409.74,22.89,27.04,25.18,83.87,3.66,-1.00,0
281,4.95,2.12,1973,2422,450,Car,1,410.79,22.25,24.88,22.88,19.62,0.81,26.61,0
282,5.05,1.92,1974,2409,436,Car,1,410.83,22.46,25.32,23.62,31.73,1.37,21.39,0
283,4.24,1.82,1984,2287,304,Car,2,411.03,33.07,34.82,33.93,72.88,2.18,47.93,0
284,5.05,1.92,1988,2338,351,Car,2,409.46,28.64,29.71,29.25,44.71,1.53,-1.00,0
285,5.46,2.32,2013,2455,443,Car,1,410.38,22.05,26.12,23.22,20.50,0.91,10.98,0
286,5.15,1.92,2022,2327,306,Car,2,410.84,33.05,34.33,33.69,43.07,1.28,49.87,0
287,4.24,1.82,2026,2422,397,Car,2,410.24,24.82,27.10,25.91,51.34,1.98,42.32,0
288,3.84,1.82,2026,2462,437,Car,1,409.97,22.43,25.47,23.52,46.12,1.88,97.69,0
289,3.74,1.72,2032,2373,342,Car,2,409.64,29.24,30.57,30.05,36.77,1.23,28.25,0
290,4.45,1.82,2045,2455,411,Car,1,409.69,24.61,25.73,24.99,69.16,2.77,45.33,0
291,5.05,1.92,2057,2353,297,Car,2,411.51,33.60,35.33,34.78,31.34,0.90,16.33,0
292,4.85,1.92,2064,2476,413,Car,1,409.88,23.67,25.46,24.88,11.88,0.47,6.59,1
293,4.24,1.72,2073,2377,305,Car,2,409.13,31.40,34.99,33.66,14.39,0.46,44.19,0
294,4.35,1.92,2077,2499,423,Car,1,411.07,23.30,24.86,24.36,37.11,1.54,20.01,0
295,4.55,1.82,2091,2490,400,Car,1,409.99,24.82,26.72,25.70,20.86,0.82,9.54,0
296,4.45,1.82,2094,2414,321,Car,2,410.01,30.50,33.10,32.05,45.70,1.46,19.63,0
297,4.24,1.92,2104,2524,421,Car,1,410.39,23.51,25.59,24.44,9.93,0.39,656.13,0
298,4.75,1.92,2106,2512,407,Car,1,410.39,24.52,26.86,25.28,30.65,1.24,32.85,0
299,4.85,2.02,2123,2530,408,Car,1,410.36,24.74,25.84,25.22,26.65,1.07,16.78,0
300,4.85,2.02,2124,2539,416,Car,1,410.24,23.56,26.25,24.72,13.60,0.53,8.84,1
301,4.85,1.92,2140,2538,399,Car,1,403.37,24.56,25.94,25.35,9.63,0.38,21.19,0
302,4.45,1.92,2143,2559,417,Car,1,409.94,22.89,26.80,24.65,12.70,0.51,24.83,0
303,3.94,1.82,2149,2551,403,Car,1,410.48,24.43,26.70,25.54,19.52,0.79,9.36,0
304,4.65,1.92,2163,2572,410,Car,1,409.91,23.79,25.99,25.06,17.85,0.75,36.76,0
305,4.55,1.92,2181,2582,402,Car,1,410.14,23.87,26.83,25.58,24.16,0.96,16.09,0
306,4.14,1.72,2192,2511,320,Car,2,411.00,30.70,33.86,32.22,152.53,4.97,-1.00,0
307,4.55,1.92,2194,2596,403,Car,1,410.38,24.49,26.88,25.53,19.32,0.78,14.98,0
308,4.55,1.82,2205,2530,326,Car,2,411.35,30.78,32.39,31.65,139.36,4.52,105.76,0
309,4.95,1.82,2218,2525,308,Car,2,410.49,31.18,35.93,33.45,7.90,0.24,4.45,0
310,6.16,2.32,2219,2619,401,Car,1,409.89,24.48,26.36,25.63,52.74,2.11,24.99,0
311,4.35,1.92,2221,2621,401,Car,1,410.70,24.75,26.59,25.68,20.35,0.81,19.91,0
312,4.14,1.92,2245,2632,388,Car,1,409.18,24.76,27.57,26.44,45.93,1.78,23.16,0
313,4.75,1.82,2249,2645,397,Car,1,403.06,22.83,26.49,25.46,22.70,0.99,20.78,1
314,4.75,1.92,2253,2564,312,Car,2,411.37,32.42,33.72,33.08,39.84,1.22,21.68,1
315,5.15,1.92,2264,2607,344,Car,2,409.71,29.52,30.14,29.87,66.74,2.26,62.92,1
316,4.75,1.92,2279,2574,296,Car,2,411.03,33.76,35.66,34.86,29.24,0.83,19.77,0
317,4.65,2.02,2281,2693,413,Car,1,411.06,23.69,27.09,24.95,35.85,1.32,841.38,1
318,18.90,2.50,2295,2690,396,Truck,2,407.09,24.93,26.68,25.78,17.47,0.70,-1.00,0
319,4.65,2.02,2306,2699,394,Car,1,411.27,25.58,27.13,26.17,45.74,1.70,27.99,0
320,4.24,1.92,2317,2647,331,Car,2,410.36,30.12,31.78,31.10,82.66,2.73,-1.00,0
321,3.54,1.72,2328,2685,358,Car,1,410.87,27.18,29.62,28.78,33.04,1.17,12.50,0
322,4.45,1.82,2337,2698,362,Car,1,411.60,26.09,31.57,28.52,7.17,0.27,3.18,1
323,4.24,1.82,2338,2673,336,Car,2,411.55,28.86,32.44,30.73,21.84,0.75,33.23,0
324,4.14,1.82,2340,2730,391,Car,1,410.29,25.59,27.21,26.31,29.20,1.10,38.51,0
325,4.65,1.92,2344,2628,285,Car,2,411.49,34.71,37.96,36.24,75.30,2.02,32.89,0
326,4.24,1.82,2345,2717,373,Car,1,411.10,26.78,28.01,27.64,15.01,0.54,12.98,0
327,4.24,1.72,2360,2692,333,Car,2,410.91,29.51,32.65,30.96,18.68,0.62,17.22,0
328,4.85,2.12,2364,2757,394,Car,1,411.21,25.10,28.10,26.17,14.66,0.56,9.29,0
329,16.67,2.50,2377,2814,438,Truck,2,408.22,22.69,24.25,23.36,66.85,2.94,-1.00,0
330,3.89,1.82,2378,2757,380,Car,1,410.98,26.35,28.52,27.12,30.32,1.09,44.95,0
331,4.35,1.72,2379,2713,335,Car,2,411.38,29.41,33.05,30.81,18.62,0.63,56.48,0
332,4.45,1.82,2382,2665,284,Car,2,409.89,34.51,38.39,36.23,47.65,1.38,-1.00,0
333,4.14,1.82,2387,2777,391,Car,1,411.33,25.17,28.76,26.37,13.78,0.52,10.84,0
334,5.05,1.92,2396,2762,367,Car,1,411.55,26.29,30.55,28.12,61.66,2.26,22.86,0
335,4.85,1.92,2405,2731,327,Car,2,410.89,29.21,36.19,31.53,25.22,0.84,28.42,1
336,4.35,1.72,2407,2695,289,Car,2,411.19,34.85,37.63,35.71,31.32,0.89,219.77,0
337,3.84,1.72,2409,2801,393,Car,2,404.42,23.30,29.83,25.80,14.35,0.55,7.78,1
338,4.85,2.02,2417,2800,384,Car,1,411.74,25.14,29.55,26.88,16.89,0.65,11.39,0
339,4.14,1.82,2427,2776,350,Car,2,412.04,26.81,31.80,29.53,21.83,0.81,-1.00,0
340,4.04,1.82,2428,2794,367,Car,1,411.01,25.30,30.32,28.09,28.10,1.05,16.20,1
341,4.55,1.92,2432,2799,368,Car,1,411.38,26.48,30.95,28.04,6.78,0.25,5.54,1
342,4.45,1.82,2449,2762,314,Car,2,411.89,32.14,34.69,32.91,30.65,0.94,-1.00,0
343,12.33,2.50,2459,2916,458,Truck,1,407.68,21.42,22.83,22.31,35.49,1.55,-1.00,0
344,5.05,1.92,2475,2830,356,Car,1,410.63,26.44,30.83,28.93,25.07,0.90,11.13,0
345,4.55,1.92,2480,2849,370,Car,2,410.62,26.28,29.07,27.83,40.93,1.46,21.54,0
346,4.75,1.92,2497,2848,352,Car,1,411.12,27.27,32.47,29.30,51.57,1.79,16.28,0
347,4.95,1.82,2510,2809,300,Car,2,412.02,33.52,35.81,34.47,61.68,1.74,40.34,0
348,4.55,1.82,2520,2893,374,Car,2,411.61,26.46,28.98,27.60,38.71,1.46,263.69,0
349,5.05,2.02,2522,2977,456,Car,1,410.22,21.56,23.92,22.55,46.68,2.08,44.20,0
350,4.45,1.82,2526,2865,340,Car,1,410.59,28.28,32.58,30.29,20.34,0.68,7.74,1
351,4.35,1.72,2532,2825,294,Car,2,410.87,34.06,35.68,35.08,19.36,0.54,24.34,0
352,4.75,1.82,2553,2927,375,Car,1,409.42,26.88,28.19,27.39,49.61,1.81,-1.00,0
353,4.65,1.82,2564,2851,288,Car,2,409.86,34.89,36.25,35.72,31.87,0.88,47.93,0
354,4.65,1.92,2581,2937,357,Car,1,410.15,27.65,30.21,28.81,65.38,2.16,73.40,0
355,4.04,1.72,2586,2868,283,Car,2,411.00,35.77,37.91,36.46,21.84,0.58,13.61,0
356,4.85,2.02,2592,3012,421,Car,1,410.97,22.21,26.13,24.47,26.05,1.14,12.19,0
357,4.75,1.92,2595,2953,359,Car,1,409.07,26.65,30.22,28.58,23.55,0.86,15.02,0
358,4.04,1.82,2608,2959,352,Car,2,409.84,27.98,30.69,29.20,76.27,2.53,57.19,0
359,4.65,1.82,2614,3030,417,Car,2,410.11,23.88,25.56,24.65,190.74,7.98,363.09,0
360,5.05,2.12,2619,2962,344,Car,1,409.66,29.55,30.52,29.87,24.93,0.83,11.28,0
361,4.45,1.82,2627,2917,291,Car,2,410.77,34.51,36.69,35.43,54.02,1.56,-1.00,0
362,4.24,1.82,2642,2986,345,Car,1,410.78,28.91,30.97,29.87,21.64,0.72,24.42,0
363,5.05,2.02,2642,3012,371,Car,1,410.37,26.57,28.55,27.74,52.43,1.84,157.95,0
364,4.55,1.82,2648,3086,439,Car,1,410.70,22.86,23.60,23.45,53.66,2.29,59.83,0
365,4.95,1.82,2652,2996,345,Car,2,409.98,28.71,30.88,29.81,39.94,1.31,66.15,0
366,5.05,1.92,2675,3052,378,Car,1,410.83,26.35,27.66,27.26,32.21,1.16,414.79,0
367,4.75,1.82,2676,3021,346,Car,1,410.08,28.87,30.63,29.73,34.97,1.17,71.71,0
368,4.45,1.82,2684,3030,347,Car,2,410.34,27.88,31.01,29.66,33.68,1.20,139.20,0
369,4.95,2.02,2710,3098,389,Car,1,410.59,24.91,27.16,26.47,34.03,1.25,-1.00,0
370,4.14,1.82,2713,3045,333,Car,1,408.47,28.42,31.46,30.77,23.82,0.81,12.63,0
371,4.24,1.72,2717,3030,314,Car,2,411.29,31.89,34.42,32.87,121.28,3.80,-1.00,0
372,4.65,1.92,2719,3059,341,Car,2,411.17,28.28,31.72,30.24,31.27,0.99,39.16,0
373,4.65,1.92,2721,3187,467,Car,1,410.87,21.24,22.62,22.05,64.12,2.88,-1.00,0
374,4.24,1.72,2737,3124,388,Car,1,410.72,25.05,27.28,26.54,22.21,0.86,28.81,0
375,16.67,2.50,2742,3179,438,Truck,2,407.96,22.74,24.19,23.35,105.65,4.64,-1.00,0
376,4.75,1.92,2743,3053,311,Car,2,409.96,32.55,34.21,33.08,21.98,0.66,20.87,0
377,3.03,1.82,2752,3220,469,Car,1,411.16,21.53,22.59,21.97,24.67,1.13,28.63,0
378,4.35,1.72,2759,3069,311,Car,2,411.66,31.99,33.82,33.22,15.58,0.46,16.45,0
379,4.85,2.02,2759,3144,386,Car,1,411.25,26.15,27.47,26.71,15.37,0.58,10.81,0
380,4.95,1.92,2761,3095,335,Car,2,408.69,28.42,32.62,30.61,41.24,1.32,100.28,0
381,4.45,1.82,2766,3104,339,Car,1,410.80,28.22,31.00,30.39,62.59,2.03,39.22,0
382,9.10,2.50,2781,3198,418,Truck,2,395.56,23.17,24.07,23.73,20.61,0.86,26.73,0
383,4.35,1.82,2785,3123,339,Car,2,410.28,27.79,32.63,30.36,24.58,0.88,2207.83,0
384,4.45,1.82,2788,3094,307,Car,2,403.64,30.93,34.55,32.99,32.45,1.05,51.90,0
385,5.46,2.22,2788,3257,470,Car,1,409.90,21.32,22.52,21.86,25.12,1.15,53.10,0
386,4.95,1.92,2804,3164,361,Car,1,409.75,27.69,29.16,28.47,40.21,1.39,72.67,0
387,4.95,2.02,2804,3174,371,Car,1,408.97,27.03,28.28,27.64,28.59,1.05,24.99,0
388,4.85,1.92,2812,3160,349,Car,2,409.22,27.59,32.90,29.41,23.11,0.83,-1.00,0
389,4.85,1.82,2816,3128,313,Car,2,409.80,31.24,35.04,32.88,29.52,0.93,65.24,0
390,4.55,1.92,2827,3204,378,Car,1,410.40,26.56,28.14,27.22,22.14,0.79,64.19,0
391,4.55,1.82,2836,3183,348,Car,2,403.04,27.90,31.34,29.05,22.04,0.77,37.95,0
392,4.65,1.92,2836,3210,375,Car,1,410.78,25.43,28.63,27.47,30.35,1.08,38.78,0
393,4.65,2.02,2837,3155,319,Car,2,410.29,30.13,34.76,32.27,21.06,0.70,-1.00,0
394,4.35,1.92,2848,3227,380,Car,1,410.35,25.35,28.26,27.08,16.26,0.59,26.91,0
395,16.57,2.50,2862,3298,437,Truck,2,407.38,22.63,24.35,23.37,58.55,2.58,-1.00,0
396,4.45,1.92,2870,3259,390,Car,1,409.69,25.68,27.31,26.33,18.97,0.69,38.33,0
397,4.35,1.82,2893,3252,360,Car,2,408.75,27.32,29.82,28.48,58.24,2.13,-1.00,0
398,4.35,1.82,2893,3355,463,Car,1,410.61,19.79,23.69,22.23,72.27,3.17,38.60,0
399,4.55,1.92,2901,3311,411,Car,1,410.71,23.99,27.64,25.05,30.18,1.12,55.38,0
400,2.73,1.72,2908,3208,301,Car,2,410.65,33.00,35.65,34.24,72.61,2.06,36.58,0
401,4.65,1.92,2920,3281,362,Car,2,409.13,27.25,29.65,28.35,24.71,0.90,241.26,0
402,4.95,1.92,2922,3227,306,Car,2,411.09,32.82,35.22,33.71,13.17,0.40,-1.00,0
403,4.65,2.02,2924,3332,409,Car,1,410.53,24.58,27.05,25.16,16.65,0.65,18.60,0
404,4.75,1.82,2943,3248,306,Car,2,411.62,32.93,35.21,33.76,23.27,0.69,112.93,0
405,4.65,1.92,2949,3358,410,Car,1,411.24,24.25,27.09,25.15,19.09,0.76,17.08,0
406,4.35,1.82,2954,3317,364,Car,2,408.58,26.96,29.28,28.15,32.89,1.21,152.14,0
407,4.75,1.82,2958,3343,386,Car,1,410.28,25.80,27.65,26.65,133.54,4.83,134.16,0
408,16.47,2.50,2972,3449,478,Truck,1,407.53,20.30,22.14,21.36,52.80,2.44,82.91,0
409,4.45,1.92,2977,3338,362,Car,2,408.80,27.51,29.64,28.32,16.46,0.59,10.80,0
410,4.65,2.02,2978,3365,388,Car,1,410.28,25.13,28.18,26.51,15.64,0.58,29.64,0
411,4.55,1.92,2980,3377,398,Car,1,410.77,24.65,27.64,25.87,14.33,0.57,12.00,0
412,4.45,1.92,3000,3388,389,Car,1,410.15,26.03,27.63,26.44,20.35,0.74,13.67,0
413,3.64,1.72,3005,3316,312,Car,2,410.47,32.19,34.65,33.01,77.55,2.39,-1.00,0
414,4.24,1.82,3005,3364,360,Car,2,409.72,27.57,30.23,28.54,25.39,0.90,24.78,0
415,4.95,2.12,3008,3408,401,Car,1,409.10,24.42,27.42,25.57,20.75,0.83,23.60,0
416,4.04,1.72,3026,3382,357,Car,2,409.68,28.31,29.56,28.78,19.36,0.65,20.68,1
417,4.55,1.92,3035,3422,388,Car,1,410.27,25.96,28.20,26.51,29.00,1.11,30.02,0
418,5.05,2.12,3035,3444,410,Car,1,411.96,23.89,27.59,25.19,24.18,0.91,41.75,0
419,5.86,2.12,3061,3390,330,Car,2,410.14,30.12,32.74,31.18,24.90,0.82,10.67,0
420,16.47,2.50,3066,3501,436,Truck,2,408.84,22.78,24.32,23.50,29.97,1.31,-1.00,0
421,4.55,1.92,3070,3463,394,Car,1,410.81,23.94,31.12,26.15,14.10,0.57,5.78,0
422,3.64,1.82,3072,3449,378,Car,1,411.53,25.68,30.96,27.30,20.56,0.78,9.46,0
423,4.35,1.82,3074,3357,284,Car,2,408.83,35.71,36.78,36.12,53.64,1.50,16.78,0
424,4.55,1.82,3091,3378,288,Car,2,410.78,35.15,36.29,35.80,21.60,0.59,412.49,0
425,4.85,1.92,3095,3484,390,Car,1,410.55,24.27,31.99,26.39,15.80,0.65,15.94,0
426,5.86,2.22,3095,3507,413,Car,1,408.29,24.03,25.77,24.79,49.97,2.06,12.72,0
427,4.55,1.82,3101,3536,436,Car,2,409.69,22.02,24.73,23.55,27.94,1.20,41.13,0
428,4.55,1.92,3118,3432,315,Car,2,410.95,31.99,33.18,32.74,50.95,1.54,17.51,0
429,4.24,1.82,3127,3553,427,Car,1,410.78,22.34,25.33,24.11,30.44,1.23,1038.18,0
430,4.45,1.92,3136,3503,368,Car,1,409.53,23.44,37.15,27.90,11.74,0.46,4.54,0
431,4.65,2.02,3147,3534,388,Car,1,410.07,21.24,36.91,26.50,12.02,0.33,39.73,0
432,3.74,1.72,3152,3435,284,Car,2,410.71,34.95,37.58,36.30,81.72,2.20,42.90,0
433,4.24,1.92,3152,3564,413,Car,1,409.84,22.27,31.33,24.88,9.69,0.42,40.34,0
434,15.46,2.50,3168,3591,424,Truck,2,389.20,22.46,23.83,23.01,42.81,1.89,98.25,0
435,4.45,1.82,3172,3606,435,Car,1,409.39,22.67,24.67,23.59,39.30,1.59,99.24,0
436,4.55,1.92,3175,3509,335,Car,2,409.65,29.50,32.21,30.68,67.97,2.30,-1.00,0
437,5.05,2.02,3181,3584,404,Car,1,410.53,21.98,31.31,25.48,12.50,0.55,9.44,0
438,4.95,2.02,3199,3519,321,Car,1,402.21,28.89,37.27,31.44,11.60,0.39,1.54,1
439,4.65,2.02,3219,3665,447,Car,1,410.78,22.27,24.27,23.03,42.10,1.73,393.88,0
440,5.15,2.12,3224,3583,360,Car,1,409.65,23.42,34.71,28.54,29.89,0.94,11.65,0
441,3.74,1.72,3234,3505,272,Car,2,406.62,35.92,39.14,37.53,103.92,2.71,151.02,0
442,4.24,1.82,3239,3640,402,Car,1,409.92,23.11,29.82,25.56,49.00,1.99,18.64,0
443,4.24,1.92,3252,3706,455,Car,1,410.16,21.46,24.55,22.59,24.28,1.05,25.10,0
444,4.95,2.02,3256,3538,283,Car,2,410.40,35.05,38.06,36.41,31.79,0.90,-1.00,0
445,4.35,1.92,3260,3579,320,Car,2,411.75,30.18,34.25,32.28,88.46,2.66,82.76,0
446,4.45,1.92,3264,3632,369,Car,1,408.92,24.35,33.41,27.79,43.93,1.51,29.49,0
447,4.35,2.02,3277,3699,423,Car,1,410.59,21.18,29.29,24.33,38.25,1.38,69.30,0
448,4.65,1.92,3288,3610,323,Car,2,411.08,30.40,33.53,31.93,28.86,0.95,-1.00,0
449,5.05,1.92,3292,3657,366,Car,1,410.10,23.87,32.51,28.10,19.01,0.77,9.44,0
450,5.46,2.43,3297,3741,445,Car,1,409.90,21.29,25.83,23.09,24.58,1.10,15.26,0
451,9.60,2.12,3330,3763,434,Car,1,410.19,23.05,26.20,23.69,23.02,0.91,25.57,1
452,4.14,1.82,3337,3637,301,Car,2,409.70,33.30,35.23,34.17,34.97,1.00,20.55,0
453,4.35,1.92,3345,3723,379,Car,1,353.98,22.01,27.33,23.42,13.49,0.52,14.25,0
454,4.95,1.92,3366,3685,320,Car,2,410.43,30.13,33.98,32.18,33.73,1.12,-1.00,0
455,4.95,1.92,3377,3713,337,Car,1,352.06,25.79,28.01,26.21,22.22,0.86,10.40,1
456,4.14,1.92,3377,3783,407,Car,1,410.52,22.24,32.32,25.29,32.82,1.20,8.29,0
457,4.55,2.02,3425,3780,356,Car,1,350.80,23.08,27.94,24.72,11.07,0.47,9.25,0
458,4.75,1.92,3428,3712,285,Car,2,411.66,34.67,38.18,36.26,242.63,7.00,-1.00,0
459,4.55,1.92,3437,3768,332,Car,2,410.05,29.65,32.83,30.99,82.27,2.77,-1.00,0
460,6.77,2.32,3452,3857,406,Car,1,409.65,23.94,28.48,25.29,70.33,2.75,28.55,0
461,4.75,1.92,3472,3756,285,Car,2,409.92,34.64,37.54,36.10,55.88,1.58,-1.00,0
462,3.54,1.62,3486,3811,326,Car,2,409.64,30.57,31.86,31.53,52.53,1.67,33.37,1
463,18.80,2.50,3510,3943,434,Truck,2,407.96,22.74,24.55,23.57,28.31,1.22,-1.00,0
464,4.95,1.82,3519,3806,288,Car,2,408.37,34.56,36.30,35.59,58.90,1.70,-1.00,0
465,8.29,2.12,3521,3852,332,Car,1,357.42,24.89,28.26,27.00,9.43,0.34,3.43,1
466,4.35,1.82,3538,3876,339,Car,1,410.05,23.14,37.37,30.34,18.07,0.68,5.07,0
467,5.36,1.92,3553,3874,322,Car,2,410.75,30.27,34.37,32.01,77.71,2.56,-1.00,0
468,4.75,1.92,3562,3890,329,Car,1,403.75,23.94,35.66,30.78,15.26,0.62,10.56,0
469,4.95,1.92,3570,3908,339,Car,1,403.71,25.28,34.07,29.87,55.33,2.03,11.48,0
470,4.75,1.72,3577,3901,325,Car,2,409.35,29.96,34.53,31.60,22.56,0.75,-1.00,0
471,4.55,1.92,3598,3921,324,Car,2,409.20,29.68,35.48,31.69,20.50,0.68,63.46,0
472,4.55,1.92,3600,3860,261,Car,2,410.31,38.00,41.63,39.48,83.07,2.05,19.46,0
473,4.65,1.92,3649,3954,306,Car,1,403.56,28.70,35.89,33.09,50.61,1.64,9.15,0
474,16.57,2.50,3657,4108,452,Truck,2,407.59,22.04,23.50,22.61,117.94,5.33,-1.00,0
475,4.75,1.82,3660,3949,290,Car,1,403.08,30.16,37.51,34.88,70.33,2.14,7.87,0
476,5.26,2.02,3665,3958,294,Car,2,411.02,33.87,37.14,35.09,4.59,0.12,17.33,1
477,4.95,1.92,3681,3948,268,Car,2,410.05,38.21,38.59,38.41,119.34,3.12,-1.00,0
478,4.95,1.82,3681,4022,342,Car,1,410.40,27.50,31.39,30.10,40.65,1.29,141.64,0
479,5.86,2.63,3687,4141,455,Truck,2,407.61,22.08,23.55,22.45,20.87,0.94,165.18,0
480,4.75,1.82,3692,4005,314,Car,2,410.18,31.65,34.30,32.79,31.64,1.00,-1.00,0
481,5.05,2.02,3721,4065,345,Car,1,409.97,26.72,32.10,29.81,40.92,1.33,37.91,0
482,3.94,1.82,3727,4055,329,Car,2,408.93,30.06,32.45,31.18,38.83,1.29,-1.00,0
483,4.24,1.82,3729,3995,267,Car,2,403.36,36.33,38.92,37.93,60.67,1.57,35.03,0
484,4.35,1.82,3744,4075,332,Car,1,410.84,28.98,32.76,31.04,19.60,0.61,12.99,1
485,4.95,1.72,3752,4024,273,Car,2,410.57,35.60,39.33,37.76,28.63,0.80,91.97,0
486,4.45,1.92,3755,4198,444,Car,2,409.20,22.20,23.82,23.10,43.30,1.89,30.60,0
487,16.78,2.50,3758,4201,444,Truck,1,407.65,22.40,23.76,23.01,20.10,0.89,-1.00,0
488,4.95,1.92,3781,4051,271,Car,2,408.94,35.70,39.69,37.90,35.19,0.96,2380.75,0
489,5.05,1.92,3789,4109,321,Car,1,411.47,31.32,33.24,32.17,48.85,1.55,10.34,1
490,4.24,1.82,3796,4069,274,Car,2,409.09,34.37,39.81,37.49,16.14,0.47,37.28,0
491,4.85,1.92,3806,4147,342,Car,1,403.82,28.63,30.77,29.62,29.23,0.97,207.68,1
492,5.66,2.22,3812,4137,326,Car,1,409.95,27.81,33.86,31.54,19.33,0.58,19.31,0
493,4.85,1.82,3815,4103,289,Car,2,409.65,34.34,37.88,35.58,21.52,0.62,-1.00,0
494,4.45,1.82,3841,4130,290,Car,2,409.35,34.10,37.73,35.43,31.97,0.93,-1.00,0
495,3.64,1.82,3842,4180,339,Car,1,410.92,29.72,31.50,30.41,30.23,1.00,19.58,0
496,16.57,2.50,3845,4256,412,Truck,2,409.03,24.57,25.54,24.89,42.16,1.66,15.98,0
497,4.35,2.02,3865,4173,309,Car,1,408.33,31.92,34.31,33.16,42.55,1.32,9.69,0
498,4.14,1.92,3865,4213,349,Car,1,410.62,28.39,31.13,29.51,24.74,0.79,-1.00,0
499,4.24,1.82,3870,4199,330,Car,2,410.69,28.50,33.63,31.22,172.03,5.80,-1.00,0
500,4.75,1.92,3874,4156,283,Car,2,410.11,35.88,37.53,36.38,32.03,0.87,24.08,0
501,5.15,1.92,3882,4212,331,Car,1,410.88,30.93,31.41,31.14,4.80,0.15,7.02,1
502,5.15,1.92,3883,4192,310,Car,1,410.40,32.55,33.78,33.22,20.04,0.61,24.84,0
503,4.65,1.82,3888,4339,452,Car,1,411.07,22.17,23.28,22.79,119.70,5.18,228.40,0
504,4.95,1.82,3889,4214,326,Car,2,408.97,28.79,33.90,31.48,15.25,0.48,31.91,0
505,4.85,1.82,3901,4207,307,Car,2,410.91,30.88,35.97,33.60,34.86,1.13,-1.00,0
506,3.94,1.72,3901,4327,427,Car,2,410.23,21.57,25.90,24.09,53.18,2.46,-1.00,0
507,4.24,1.72,3904,4226,323,Car,1,410.12,30.26,34.21,31.85,11.56,0.37,10.90,0
508,4.35,1.82,3912,4371,460,Car,1,410.98,21.68,23.41,22.39,17.27,0.74,36.72,0
509,4.45,1.92,3922,4241,320,Car,1,411.30,30.59,34.79,32.25,12.97,0.42,13.61,0
510,4.75,1.82,3938,4275,338,Car,1,411.33,29.62,31.33,30.53,66.33,2.12,37.37,0
511,4.35,1.82,3940,4401,462,Car,1,410.59,21.61,23.63,22.27,18.21,0.83,32.09,0
512,4.95,1.82,3952,4262,311,Car,2,409.17,31.91,34.93,33.01,56.57,1.73,73.42,0
513,3.84,1.82,3961,4283,323,Car,1,411.21,31.85,32.09,31.94,49.83,1.56,37.65,0
514,4.35,1.82,3987,4299,313,Car,1,410.76,30.64,34.32,32.92,25.46,0.81,13.25,0
515,4.95,1.92,3996,4300,305,Car,1,410.58,32.30,35.31,33.79,18.17,0.55,8.29,0
516,4.85,2.02,4007,4301,295,Car,2,410.35,33.39,36.80,34.91,51.52,1.42,30.24,0
517,3.84,1.82,4020,4320,301,Car,2,410.91,33.56,35.84,34.26,12.45,0.36,9.97,0
518,4.95,2.02,4021,4320,300,Car,1,403.50,32.46,35.53,33.75,26.82,0.82,14.41,0
519,16.47,2.50,4038,4463,426,Truck,2,408.61,22.86,24.98,24.05,106.02,4.58,-1.00,0
520,5.15,1.92,4041,4355,315,Car,1,411.55,31.70,34.06,32.77,21.58,0.67,45.53,0
521,4.45,1.72,4045,4370,326,Car,2,410.70,30.00,33.35,31.61,185.22,6.14,-1.00,0
522,4.95,1.92,4047,4393,347,Car,1,410.11,29.01,30.58,29.65,76.46,2.50,-1.00,0
523,4.14,1.72,4060,4371,312,Car,1,403.66,31.54,33.72,32.47,19.30,0.61,48.07,0
524,4.55,1.92,4062,4482,421,Car,2,403.36,22.57,24.64,24.02,19.57,0.84,34.40,0
525,4.55,1.92,4068,4375,308,Car,2,410.33,32.71,34.45,33.43,61.50,1.88,-1.00,0
